experiment_id,model_version,model_type,units,learning_rate,batch_size,epochs,dropout,epoch,accuracy,val_accuracy,precision,recall,auc,early_stopping
2,,LSTM,64-128,0.0005,64,25,0.2,17,0.9749848246574402,0.9910807013511658,0.9893176085815244,0.975258343,0.9999839265598072,False
2,,LSTM,64-128,0.0005,64,25,0.2,18,0.9765110611915588,0.9512036442756652,0.9893176085815244,0.975258343,0.9999839265598072,False
2,,LSTM,64-128,0.0005,64,25,0.2,19,0.977192998,0.985322118,0.9893176085815244,0.975258343,0.9999839265598072,False
2,,LSTM,64-128,0.0005,64,25,0.2,20,0.9785568714141846,0.9816418290138244,0.9893176085815244,0.975258343,0.9999839265598072,False
2,,LSTM,64-128,0.0005,64,25,0.2,21,0.9791414141654968,0.9740647673606871,0.9893176085815244,0.975258343,0.9999839265598072,False
2,,LSTM,64-128,0.0005,64,25,0.2,22,0.980332077,0.9855386018753052,0.9893176085815244,0.975258343,0.9999839265598072,False
2,,LSTM,64-128,0.0005,64,25,0.2,23,0.9809707403182985,0.9800398349761964,0.9893176085815244,0.975258343,0.9999839265598072,False
2,,LSTM,64-128,0.0005,64,25,0.2,24,0.9824320077896118,0.9911240339279176,0.9893176085815244,0.975258343,0.9999839265598072,False
2,,LSTM,64-128,0.0005,64,25,0.2,25,0.9789032936096193,0.989089012,0.9893176085815244,0.975258343,0.9999839265598072,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,1,0.4395566284656524,0.7934274077415466,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,2,0.8140153884887695,0.8526584506034851,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,3,0.8763206005096436,0.9197263717651368,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,4,0.9064989686012268,0.941721499,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,5,0.92370975,0.9469172358512878,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,6,0.9332351684570312,0.9587374329566956,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,7,0.9444600939750672,0.9617249965667723,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,8,0.9482161402702332,0.967873216,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,9,0.9551978707313538,0.9603394269943236,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,10,0.9580122232437134,0.9696916937828064,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,11,0.9598631858825684,0.9867942333221436,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,12,0.963911474,0.9808624982833862,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,13,0.9631212949752808,0.9922497272491456,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,14,0.9686850309371948,0.9859715700149536,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,15,0.9694969058036804,0.9833304286003112,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,16,0.970600963,0.987140656,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,17,0.9721380472183228,0.9832871556282043,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,18,0.9744219779968262,0.9771822094917296,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,19,0.9749848246574402,0.9822912812232972,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,20,0.9762729406356812,0.9908642172813416,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,21,0.9784594774246216,0.992942512,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,22,0.9777234196662904,0.9860581755638124,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,23,0.977344573,0.97796154,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,24,0.9784486293792723,0.9909074902534484,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
3,,LSTM,128-256-128,0.0005,32,25,0.2,25,0.9802888035774232,0.9938517212867736,0.9940995621994676,0.9805200993823998,0.9999878512943589,False
4,,LSTM,64,0.002,32,25,,1,0.3947544991970062,0.7158382534980774,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,2,0.7217916250228882,0.8757360577583313,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,3,0.7952350974082947,0.8835296034812927,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,4,0.8361404538154602,0.8994631171226501,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,5,0.8616535067558289,0.9118894934654236,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,6,0.8605169653892517,0.907949448,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,7,0.8795678615570068,0.9428472518920898,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,8,0.877825141,0.9333651065826416,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,9,0.8966812491416931,0.9421977996826172,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,10,0.9064556360244752,0.9231468439102172,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,11,0.8971574902534485,0.934923768,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,12,0.9116946458816528,0.9506407976150512,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,13,0.9023748636245728,0.9546241760253906,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,14,0.905578911,0.961075485,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,15,0.9085339307785034,0.9638465642929076,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,16,0.9127662777900696,0.9566591382026672,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,17,0.9001125693321228,0.9641496539115906,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,18,0.9030676484107972,0.9582178592681884,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,19,0.9143574833869934,0.9476099610328674,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,20,0.8811915516853333,0.9680464267730712,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,21,0.9019635319709778,0.9669639468193054,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,22,0.9182650446891784,0.9757100939750672,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,23,0.914184272,0.9694752097129822,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,24,0.9096596837043762,0.95592308,0.9740696642425268,0.952033798,0.9999455191489002,False
4,,LSTM,64,0.002,32,25,,25,0.909843683,0.9683927893638612,0.9740696642425268,0.952033798,0.9999455191489002,False
5,,LSTM,128-128,0.001,64,25,0.1,1,0.6680485606193542,0.8568583130836487,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,2,0.8781065940856934,0.9208953976631165,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,3,0.9121817350387572,0.9470903873443604,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,4,0.924110234,0.9585209488868712,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,5,0.940238595,0.9587374329566956,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,6,0.9445358514785768,0.9617682695388794,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,7,0.9500021934509276,0.974367857,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,8,0.9626017212867736,0.9718133211135864,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,9,0.9606100916862488,0.980646014,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,10,0.9656217694282532,0.9860149025917052,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,11,0.9668015837669371,0.987703502,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,12,0.9699190258979796,0.968652606,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,13,0.9720189571380616,0.9882230758666992,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,14,0.9755260944366456,0.9750173091888428,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,15,0.9758508205413818,0.9750173091888428,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,16,0.9776476621627808,0.978481114,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,17,0.9756559729576112,0.9924662113189696,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,18,0.9787625670433044,0.9815119504928588,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,19,0.9769657254219056,0.9856252074241638,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,20,0.9791414141654968,0.9924662113189696,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,21,0.9813712239265442,0.9933322072029114,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,22,0.9788274765014648,0.985322118,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,23,0.9840340614318848,0.9828108549118042,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,24,0.9814037084579468,0.995107353,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
5,,LSTM,128-128,0.001,64,25,0.1,25,0.9823237657546996,0.996709406,0.9961641258115628,0.9916894327753188,0.9999907374612776,False
6,,GRU,128,0.001,32,25,,1,0.5822761654853821,0.8704537749290466,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,2,0.8442479372024536,0.8926653861999512,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,3,0.8687002062797546,0.923753023,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,4,0.8905438184738159,0.926437497,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,5,0.8996363282203674,0.9341444373130798,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,6,0.9088045358657836,0.9419379830360411,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,7,0.9157429933547974,0.9382576942443848,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,8,0.9185248613357544,0.9481728672981262,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,9,0.9163599610328674,0.9439296722412108,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,10,0.9257338643074036,0.939253569,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,11,0.9271194338798524,0.9502078294754028,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,12,0.9294250011444092,0.9521562457084656,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,13,0.9287214279174804,0.9550571441650392,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,14,0.9319795370101928,0.9418081045150756,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,15,0.9355191588401794,0.9540179967880248,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,16,0.9290353059768676,0.9552303552627563,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,17,0.935086191,0.9511170983314514,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,18,0.9370129108428956,0.9601229429244996,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,19,0.9400870203971864,0.956702471,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,20,0.9399030208587646,0.961335301,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,21,0.9420570731163024,0.9563127756118774,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,22,0.9410179257392884,0.9498181343078612,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,23,0.9414942264556884,0.9699947834014891,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,24,0.9472960829734802,0.9631105065345764,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
6,,GRU,128,0.001,32,25,,25,0.946971357,0.967050552,0.9700510913256613,0.9590540158456088,0.9999374707234516,False
7,,GRU,64-128,0.0005,64,25,0.2,1,0.3648683726787567,0.7783598899841309,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,2,0.7655763030052185,0.8804987668991089,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,3,0.8399506211280823,0.8885954022407532,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,4,0.8709408640861511,0.895696223,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,5,0.8806503415107727,0.8867769241333008,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,6,0.8885304927825928,0.9088153839111328,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,7,0.9027537107467652,0.9302043914794922,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,8,0.902602196,0.9274333119392396,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,9,0.9091401100158693,0.933321774,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,10,0.9257880449295044,0.9490388035774232,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,11,0.927411675,0.9528056979179382,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,12,0.936060369,0.955576718,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,13,0.9362984895706176,0.9625476002693176,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,14,0.9450121521949768,0.9674402475357056,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,15,0.9396540522575378,0.9664011001586914,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,16,0.948010504,0.953974724,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,17,0.9506624341011048,0.9559664130210876,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,18,0.9483243823051452,0.970081389,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,19,0.9563344120979308,0.9622878432273864,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,20,0.957784891,0.9805594086647034,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,21,0.9566808342933656,0.961854875,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,22,0.959592581,0.9764461517333984,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,23,0.9624069333076476,0.9757100939750672,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,24,0.9611079692840576,0.9823346138000488,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
7,,GRU,64-128,0.0005,64,25,0.2,25,0.9652970433235168,0.9797800779342652,0.9821997759228388,0.9614225148584542,0.9999562645575996,False
8,,GRU,128-256-128,0.0005,32,25,0.2,1,0.3431979417800903,0.4888292253017425,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,2,0.6321657299995422,0.7759785056114197,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,3,0.7250930666923523,0.8263768553733826,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,4,0.7603156566619873,0.8742206692695618,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,5,0.8538274765014648,0.9081225991249084,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,6,0.8727593421936035,0.8919293284416199,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,7,0.8824904561042786,0.9238829016685486,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,8,0.8974605798721313,0.9323259592056274,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,9,0.8968436121940613,0.9270003437995912,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,10,0.9065314531326294,0.9307672381401062,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,11,0.9103416204452516,0.916652262,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,12,0.909843683,0.9389071464538574,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,13,0.9123333096504213,0.9298146963119508,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,14,0.9137837886810304,0.9364392161369324,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,15,0.9191851615905762,0.920505702,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,16,0.9190444350242616,0.9344475269317628,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,17,0.9148878455162048,0.932196081,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,18,0.9232226610183716,0.931113601,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,19,0.8392037749290466,0.9342310428619384,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,20,0.9271194338798524,0.9399896264076232,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,21,0.9386041164398192,0.9597333073616028,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,22,0.9484975934028624,0.955316961,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,23,0.9523186087608336,0.934923768,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
8,,GRU,128-256-128,0.0005,32,25,0.2,24,0.9554901123046876,0.970600963,0.9751822248591436,0.9646511532938276,0.9998362703230708,False
